Id,tipo_moradia,localizacao,andares,nota_casa,ano_contrucao,preco,banheiros_tirar,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote
863,Densidade Residencial Baixa,Sawyer West,1,5,1984,152000,3,2,1,2,1097,9672
864,Densidade Residencial Baixa,NAmes,1,5,1959,132500,3,1,1,2,1148,7931
865,Área Residencial de Vilas Flutuantes,Somerset,1,5,2007,250580,3,2,1,2,1372,8640
866,Densidade Residencial Baixa,NAmes,1,6,1970,148500,3,2,1,2,1002,8750
867,Densidade Residencial Baixa,Timberland,1,5,2006,248900,3,3,1,2,1646,10656
868,Densidade Residencial Baixa,Sawyer,1,5,1961,129000,3,2,1,3,1120,6970
869,Densidade Residencial Baixa,Gilbert,2,6,1948,169000,2,2,1,2,2320,14762
870,Densidade Residencial Baixa,Sawyer West,2,5,1993,236000,3,2,1,4,1949,9938
871,Densidade Residencial Baixa,NAmes,1,5,1962,109500,2,1,1,1,894,6600
872,Densidade Residencial Baixa,College Creek,2,5,1998,200500,3,2,1,3,1682,8750
873,Densidade Residencial Baixa,NAmes,1,7,1953,116000,3,2,1,1,910,8892
874,Densidade Residencial Baixa,NAmes,1,7,1949,133000,3,1,1,1,1268,12144
875,Densidade Residencial Média,Old Town,2,6,1941,66500,3,1,1,2,1131,5720
876,Área Residencial de Vilas Flutuantes,Somerset,2,5,2007,303477,4,2,1,3,2610,9000
877,Densidade Residencial Baixa,Mitchell,1,5,1963,132250,3,2,1,2,1040,25286
878,Densidade Residencial Baixa,Northridge Heights,2,5,2004,350000,4,3,1,4,2224,8834
879,Densidade Residencial Baixa,Sawyer,2,7,1961,148000,3,2,1,2,1155,11782
880,Densidade Residencial Baixa,College Creek,1,8,1978,136500,3,1,1,2,864,7000
881,Densidade Residencial Baixa,Edwards,1,5,2005,157000,2,2,1,3,1090,7024
882,Densidade Residencial Baixa,Timberland,2,5,1990,187500,3,2,1,3,1717,13758
883,Densidade Residencial Baixa,Gilbert,2,5,1992,178000,3,2,1,3,1593,9636
884,Densidade Residencial Baixa,South & West of Iowa State University,2,5,1912,118500,5,1,1,2,2230,6204
885,Densidade Residencial Baixa,NAmes,1,5,1967,100000,3,1,1,1,892,7150
886,Área Residencial de Vilas Flutuantes,Somerset,1,5,1999,328900,2,2,1,3,1709,5119
887,Densidade Residencial Baixa,NAmes,1,5,1959,145000,4,2,2,2,1712,8393
888,Densidade Residencial Baixa,Edwards,2,7,1955,135500,3,1,1,2,1393,16466
889,Densidade Residencial Baixa,NAmes,1,6,1970,268000,4,2,1,3,2217,15865
890,Densidade Residencial Baixa,NAmes,1,4,1953,149500,2,2,1,2,1505,12160
891,Densidade Residencial Baixa,NAmes,2,7,1949,122900,3,2,1,1,924,8064
892,Densidade Residencial Baixa,Sawyer,2,5,1978,172500,3,2,1,3,1683,11184
893,Densidade Residencial Baixa,Sawyer,1,8,1963,154500,3,1,1,2,1068,8414
894,Densidade Residencial Baixa,Sawyer,1,5,1954,165000,3,1,1,2,1383,13284
895,Densidade Residencial Baixa,Sawyer West,1,5,1979,118858,4,2,2,2,1535,7018
896,Densidade Residencial Baixa,NAmes,2,5,1963,140000,4,2,1,3,1796,7056
897,Densidade Residencial Média,Iowa DOT and Rail Road,1,6,1936,106500,2,1,1,1,951,8765
898,Densidade Residencial Baixa,Sawyer West,2,5,1979,142953,6,2,2,2,2240,7018
899,Densidade Residencial Baixa,Northridge Heights,1,5,2009,611657,2,3,1,4,2364,12919
900,Densidade Residencial Baixa,Sawyer,1,7,1961,135000,3,1,1,1,1236,6993
901,Densidade Residencial Baixa,NAmes,1,6,1971,110000,2,1,1,1,858,7340
902,Densidade Residencial Baixa,NAmes,1,7,1957,153000,2,1,1,2,1306,8712
903,Densidade Residencial Baixa,Gilbert,2,5,2003,180000,3,2,1,3,1509,7875
904,Densidade Residencial Baixa,Gilbert,1,5,2006,240000,3,3,1,2,1670,14859
905,Densidade Residencial Baixa,Sawyer,1,6,1967,125500,3,1,1,1,902,6173
906,Densidade Residencial Baixa,NAmes,1,5,1954,128000,3,1,1,2,1063,9920
907,Densidade Residencial Baixa,Somerset,1,5,2006,255000,3,3,1,3,1636,13501
908,Densidade Residencial Baixa,Crawford,2,7,1936,250000,3,1,1,2,2057,11500
909,Densidade Residencial Baixa,Mitchell,1,5,1983,131000,2,2,1,2,902,8885
910,Densidade Residencial Baixa,Gilbert,2,5,2005,174000,3,2,1,3,1484,12589
911,Densidade Residencial Baixa,NAmes,2,5,1960,154300,5,2,2,2,2274,11600
912,Densidade Residencial Baixa,College Creek,1,7,1977,143500,3,1,1,2,1268,9286
913,Densidade Residencial Média,Brookside,1,7,1925,88000,3,1,1,1,1015,6120
914,Densidade Residencial Alta,Crawford,2,6,1949,145000,4,3,2,2,2002,6270
915,Área Residencial de Vilas Flutuantes,Somerset,2,5,2009,173733,2,2,1,3,1224,3000
916,Densidade Residencial Média,Meadow Village,2,5,1970,75000,3,1,1,2,1092,2001
917,C (all),Iowa DOT and Rail Road,1,3,1949,35311,1,1,1,1,480,9000
918,Densidade Residencial Baixa,Edwards,1,6,1956,135000,3,1,1,1,1229,17140
919,Densidade Residencial Baixa,Sawyer West,2,5,1991,238000,4,3,1,4,2127,13125
920,Densidade Residencial Baixa,NAmes,1,8,1958,176500,3,2,1,2,1414,11029
921,Densidade Residencial Baixa,Sawyer West,2,5,1994,201000,3,2,1,4,1721,8462
922,Densidade Residencial Baixa,Edwards,2,7,1900,145900,4,0,2,6,2200,8777
923,Densidade Residencial Baixa,Gilbert,1,5,2005,169990,3,2,1,2,1316,10237
924,Densidade Residencial Baixa,Sawyer West,1,5,1993,193000,2,2,1,3,1617,8012
925,Densidade Residencial Baixa,Northwest Ames,1,6,1980,207500,3,2,1,3,1686,10240
926,Densidade Residencial Baixa,Northwest Ames,1,6,1977,175000,3,2,1,3,1126,15611
927,Densidade Residencial Baixa,Northridge Heights,2,5,2003,285000,4,3,1,3,2374,11999
928,Densidade Residencial Baixa,Northwest Ames,2,5,1968,176000,4,2,1,3,1978,9900
929,Densidade Residencial Baixa,College Creek,1,5,2001,236500,3,2,1,2,1788,11838
930,Densidade Residencial Baixa,Gilbert,2,5,1997,222000,4,2,1,3,2236,13006
931,Densidade Residencial Baixa,Timberland,1,5,2007,201000,3,3,1,2,1466,8925
932,Densidade Residencial Baixa,NAmes,1,6,1965,117500,2,1,1,2,925,9100
933,Densidade Residencial Baixa,Somerset,1,5,2006,320000,3,3,1,2,1905,11670
934,Densidade Residencial Baixa,College Creek,1,5,2004,190000,3,2,1,2,1500,8487
935,Densidade Residencial Baixa,NAmes,1,7,1960,242000,4,2,1,3,2069,27650
936,Densidade Residencial Baixa,Brookside,1,5,1926,79900,1,2,1,1,747,5825
937,Densidade Residencial Baixa,Sawyer West,1,5,2003,184900,2,2,1,3,1200,10083
938,Densidade Residencial Baixa,Somerset,2,5,2005,253000,3,2,1,3,1971,9675
939,Densidade Residencial Baixa,College Creek,2,5,2006,239799,3,3,1,3,1962,8760
940,Densidade Residencial Baixa,Clear Creek,2,7,1940,244400,4,1,1,2,2403,24090
941,Densidade Residencial Baixa,Mitchell,1,5,1976,150900,4,2,2,2,1728,12640
942,Densidade Residencial Baixa,Gilbert,2,5,1999,214000,3,2,1,4,2060,8755
943,Densidade Residencial Baixa,Edwards,1,3,1977,150000,4,0,2,4,1440,7711
944,Densidade Residencial Baixa,Mitchell,1,4,1967,143000,4,2,2,2,1632,25000
945,Densidade Residencial Baixa,Timberland,2,6,1958,137500,3,2,1,2,1344,14375
946,Densidade Residencial Média,Old Town,2,6,1890,124900,2,2,1,1,1869,8820
947,Densidade Residencial Baixa,NAmes,2,6,1959,143000,3,1,1,2,1144,8163
948,Densidade Residencial Baixa,Timberland,1,5,2002,270000,3,3,1,3,1629,14536
949,Densidade Residencial Baixa,College Creek,2,5,2002,192500,3,2,1,3,1776,14006
950,Densidade Residencial Baixa,Northwest Ames,1,7,1972,197500,3,2,1,3,1381,9360
951,Densidade Residencial Baixa,NAmes,1,8,1950,129000,3,2,1,2,864,7200
952,Densidade Residencial Alta,Sawyer West,1,5,1965,119900,3,1,1,2,965,7800
953,Densidade Residencial Baixa,College Creek,2,8,1972,133900,2,1,1,2,768,7200
954,Densidade Residencial Baixa,Mitchell,2,4,1969,172000,4,2,1,4,1968,11075
955,Densidade Residencial Baixa,Edwards,2,5,1975,127500,4,0,0,4,980,9400
956,Densidade Residencial Alta,Crawford,2,6,1946,145000,4,2,2,2,1958,7136
957,Densidade Residencial Média,Bluestem,2,6,1980,124000,2,2,1,2,1229,1300
958,Densidade Residencial Baixa,Sawyer,1,5,1962,132000,3,2,1,1,1057,7420
959,Densidade Residencial Baixa,College Creek,1,5,2003,185000,3,2,1,3,1337,8450
960,Área Residencial de Vilas Flutuantes,Somerset,2,5,1999,155000,3,2,1,4,1416,2572
961,Densidade Residencial Baixa,Brookside,1,7,1958,116500,2,0,1,2,858,7207
962,Densidade Residencial Baixa,Northwest Ames,2,7,1977,272000,4,2,1,4,2872,12227
963,Densidade Residencial Baixa,Northpark Villa,2,6,1976,155000,3,2,1,4,1548,2308
964,Densidade Residencial Baixa,College Creek,1,5,2007,239000,2,2,1,2,1800,11923
965,Densidade Residencial Baixa,Timberland,2,5,2002,214900,4,2,1,4,1894,11316
966,Densidade Residencial Baixa,Gilbert,2,5,2005,178900,3,2,1,3,1484,10237
967,Densidade Residencial Baixa,Crawford,2,7,1940,160000,2,1,1,3,1308,9600
968,Densidade Residencial Baixa,NAmes,1,7,1955,135000,3,1,1,2,1098,7390
969,Densidade Residencial Média,Old Town,2,6,1910,37900,2,0,1,1,968,5925
970,Densidade Residencial Baixa,NAmes,2,5,1958,140000,2,1,1,2,1095,10382
971,Densidade Residencial Baixa,NAmes,2,4,1949,135000,4,0,1,2,1192,10800
972,Densidade Residencial Baixa,Northridge Heights,2,5,2003,173000,2,2,1,2,1626,2268
973,Densidade Residencial Baixa,Sawyer West,1,5,1979,99500,2,1,1,2,918,7892
974,Área Residencial de Vilas Flutuantes,Somerset,1,5,2007,182000,3,2,1,2,1428,11639
975,Densidade Residencial Baixa,Brookside,2,8,1910,167500,3,2,1,1,2019,11414
976,Área Residencial de Vilas Flutuantes,Somerset,2,5,2000,165000,3,2,1,4,1382,2651
977,Densidade Residencial Baixa,Brookside,1,7,1923,85500,2,0,1,1,869,5900
978,Área Residencial de Vilas Flutuantes,Somerset,1,5,2006,199900,1,2,1,3,1241,4274
979,Densidade Residencial Baixa,Edwards,1,5,1954,110000,3,2,1,1,894,9450
980,Densidade Residencial Baixa,Sawyer,1,6,1963,139000,3,2,1,2,1121,8816
981,Densidade Residencial Baixa,NAmes,2,9,1961,178400,3,2,1,2,999,12122
982,Densidade Residencial Baixa,Northridge,2,5,1998,336000,4,3,1,4,2612,12203
983,Densidade Residencial Baixa,Bloomington Heights,1,5,2007,159895,2,2,1,2,1266,3182
984,Densidade Residencial Baixa,College Creek,2,5,2002,255900,4,2,1,3,2290,11250
985,Densidade Residencial Baixa,Mitchell,2,5,1977,126000,4,2,2,2,1734,10125
986,Densidade Residencial Baixa,Edwards,1,5,1950,125000,3,1,1,2,1164,10880
987,Densidade Residencial Média,Old Town,2,8,1910,117000,2,1,1,1,1635,5310
988,Densidade Residencial Baixa,Northridge Heights,1,5,2009,395192,3,3,1,4,1940,10159
989,Densidade Residencial Baixa,Northwest Ames,2,6,1976,195000,4,2,1,3,2030,12046
990,Área Residencial de Vilas Flutuantes,Somerset,2,5,2006,197000,3,2,1,3,1576,8125
991,Densidade Residencial Baixa,Northridge,2,5,1997,348000,3,3,1,4,2392,9452
992,Densidade Residencial Média,Old Town,2,9,1882,168000,4,2,1,2,1742,17671
993,Densidade Residencial Baixa,NAmes,2,8,1964,187000,3,2,1,3,1851,9760
994,Densidade Residencial Baixa,College Creek,2,5,2005,173900,3,2,1,3,1500,8846
995,Densidade Residencial Baixa,Northridge Heights,1,5,2006,337500,3,3,1,3,1718,12456
996,Densidade Residencial Baixa,Brookside,2,7,1946,121600,3,1,1,3,1230,4712
997,Densidade Residencial Baixa,NAmes,1,6,1961,136500,3,1,1,2,1050,10659
998,Densidade Residencial Baixa,Northwest Ames,1,6,1970,185000,2,2,1,2,1442,11717
999,Densidade Residencial Média,Iowa DOT and Rail Road,1,4,1922,91000,3,1,1,1,1077,9786
1000,Densidade Residencial Baixa,College Creek,1,5,2006,206000,2,2,1,3,1208,6762
1001,Densidade Residencial Baixa,Edwards,1,3,1952,82000,2,2,1,1,944,10206
1002,Densidade Residencial Baixa,Old Town,1,6,1920,86000,2,1,1,1,691,5400
1003,Densidade Residencial Baixa,Somerset,1,5,2006,232000,3,3,1,2,1574,11957
1004,Densidade Residencial Baixa,Northwest Ames,1,6,1976,136905,4,2,2,2,1680,11500
1005,Densidade Residencial Baixa,Bloomington Heights,1,5,2005,181000,1,2,1,2,1504,3182
1006,Densidade Residencial Baixa,College Creek,2,8,1977,149900,3,1,1,2,985,8385
1007,Densidade Residencial Baixa,NAmes,1,3,1970,163500,3,2,1,3,1657,12155
1008,Densidade Residencial Média,Meadow Village,2,4,1970,88000,3,1,1,2,1092,2217
1009,Densidade Residencial Baixa,Mitchell,1,5,2004,240000,3,2,1,2,1710,12118
1010,Densidade Residencial Baixa,South & West of Iowa State University,2,5,1926,102000,4,0,1,2,1522,6000
1011,Densidade Residencial Baixa,Sawyer,2,5,1948,135000,4,1,1,2,1271,21286
1012,Densidade Residencial Baixa,Edwards,1,5,1965,100000,4,0,2,2,1664,9825
1013,Densidade Residencial Baixa,Crawford,2,7,1923,165000,3,1,1,2,1502,10592
1014,Densidade Residencial Média,Old Town,1,4,1910,85000,2,1,1,2,1022,7200
1015,Densidade Residencial Baixa,NAmes,1,5,1948,119200,2,1,1,1,1082,11664
1016,Densidade Residencial Baixa,Northwest Ames,2,6,2001,227000,3,2,1,4,1665,8400
1017,Densidade Residencial Baixa,College Creek,1,5,1996,203000,3,2,1,3,1504,11883
1018,Densidade Residencial Baixa,Stone Brook,1,5,1984,187500,1,2,1,2,1360,5814
1019,Densidade Residencial Baixa,Gilbert,2,5,1991,160000,3,2,1,3,1472,10784
1020,Densidade Residencial Baixa,Bloomington Heights,1,5,2005,213490,2,2,1,2,1506,3013
1021,Densidade Residencial Baixa,Edwards,1,5,2005,176000,2,2,1,3,1132,7024
1022,Densidade Residencial Baixa,College Creek,1,5,2006,194000,2,2,1,3,1220,7406
1023,Densidade Residencial Média,Old Town,2,5,1930,87000,2,1,1,1,1248,9439
1024,Densidade Residencial Baixa,Bloomington Heights,1,5,2005,191000,2,2,1,2,1504,3182
1025,Densidade Residencial Baixa,Timberland,1,6,1976,287000,2,2,1,3,2898,15498
1026,Densidade Residencial Baixa,College Creek,1,5,1972,112500,3,2,1,2,882,7700
1027,Densidade Residencial Baixa,NAmes,1,5,1960,167500,3,2,1,2,1264,9300
1028,Densidade Residencial Baixa,Timberland,1,5,2007,293077,3,3,1,3,1646,9520
1029,Densidade Residencial Baixa,NAmes,2,5,1941,105000,3,1,1,2,1376,9492
1030,Densidade Residencial Média,Briardale,2,7,1972,118000,3,1,1,3,1218,1680
1031,Densidade Residencial Alta,South & West of Iowa State University,2,8,1916,160000,5,0,2,2,1928,7082
1032,Densidade Residencial Baixa,South & West of Iowa State University,2,3,1920,197000,5,2,1,4,3082,15863
1033,Densidade Residencial Baixa,Northridge,2,7,1993,310000,5,3,1,4,2520,14541
1034,Densidade Residencial Baixa,College Creek,1,5,2002,230000,3,3,1,3,1654,8125
1035,Densidade Residencial Baixa,Crawford,1,7,1938,119750,2,1,1,1,954,6305
1036,Densidade Residencial Baixa,Edwards,1,3,1957,84000,3,1,1,1,845,11500
1037,Densidade Residencial Baixa,Timberland,1,5,2007,315500,2,3,1,3,1620,12898
1038,Densidade Residencial Baixa,College Creek,2,5,2001,287000,3,2,1,3,2263,9240
1039,Densidade Residencial Média,Meadow Village,2,6,1970,97000,3,0,1,2,1344,1533
1040,Densidade Residencial Média,Meadow Village,2,4,1970,80000,1,1,1,2,630,1477
1041,Densidade Residencial Baixa,Sawyer,1,4,1957,155000,3,2,1,3,1803,13125
1042,Densidade Residencial Baixa,Northwest Ames,2,8,1966,173000,4,2,1,3,1632,9130
1043,Densidade Residencial Baixa,Northridge Heights,1,5,2005,196000,1,2,1,3,1306,5381
1044,Densidade Residencial Baixa,Sawyer West,2,5,1990,262280,4,2,1,4,2329,11839
1045,Densidade Residencial Baixa,Northwest Ames,1,5,1981,278000,4,2,1,4,2524,9600
1046,Densidade Residencial Baixa,Edwards,1,5,1955,139600,4,2,1,2,1733,13680
1047,Densidade Residencial Baixa,Stone Brook,2,5,2005,556581,4,3,1,4,2868,16056
1048,Densidade Residencial Baixa,College Creek,1,5,1994,145000,3,2,1,2,990,9245
1049,Densidade Residencial Baixa,Mitchell,1,4,1960,115000,3,2,1,1,1771,21750
1050,Densidade Residencial Baixa,Edwards,1,7,1946,84900,2,1,1,1,930,11100
1051,Densidade Residencial Baixa,Gilbert,1,5,2007,176485,3,2,1,2,1302,8993
1052,Densidade Residencial Baixa,College Creek,1,5,2007,200141,3,2,1,2,1316,11175
1053,Densidade Residencial Baixa,NAmes,2,6,1964,165000,4,2,1,3,1977,9500
1054,Densidade Residencial Baixa,Edwards,1,6,1957,144500,4,1,1,1,1526,8562
1055,Densidade Residencial Baixa,College Creek,2,5,2002,255000,3,2,1,4,1989,11367
1056,Densidade Residencial Baixa,Northwest Ames,1,5,1976,180000,3,2,1,3,1523,11361
1057,Densidade Residencial Baixa,Northridge Heights,1,5,2005,185850,2,2,1,3,1364,7052
1058,Densidade Residencial Baixa,Northridge,2,6,1994,248000,3,2,1,3,1850,29959
1059,Densidade Residencial Baixa,Northridge Heights,2,5,2008,335000,3,3,1,4,2184,11308
1060,Densidade Residencial Baixa,Crawford,2,7,1932,220000,3,2,1,2,1991,11275
1061,Densidade Residencial Baixa,Stone Brook,1,5,2001,213500,2,2,1,3,1338,4920
1062,C (all),Iowa DOT and Rail Road,1,4,1935,81000,2,3,1,1,894,18000
1063,Densidade Residencial Média,Old Town,2,5,1900,90000,5,2,2,2,2337,13600
1064,Densidade Residencial Média,Old Town,1,6,1925,110500,2,2,1,1,1103,6000
1065,Densidade Residencial Baixa,NAmes,1,6,1966,154000,3,2,1,2,1154,11000
1066,Densidade Residencial Baixa,Clear Creek,2,5,1996,328000,3,2,1,4,2260,14000
1067,Densidade Residencial Baixa,Gilbert,2,7,1993,178000,3,2,1,3,1571,7837
1068,Densidade Residencial Baixa,NAmes,2,6,1964,167900,4,2,1,3,1611,9760
1069,Densidade Residencial Média,Meadow Village,2,4,1973,151400,5,2,1,4,2521,3964
1070,Densidade Residencial Baixa,NAmes,2,7,1949,135000,2,2,1,2,893,9600
1071,Densidade Residencial Baixa,NAmes,1,5,1956,135000,3,1,1,2,1048,10152
1072,Densidade Residencial Baixa,Northwest Ames,2,6,1968,154000,4,2,1,2,1556,11700
1073,Densidade Residencial Baixa,Edwards,2,3,1948,91500,4,1,1,3,1456,7585
1074,Densidade Residencial Baixa,Edwards,2,6,1977,159500,3,2,1,2,1426,7950
1075,Densidade Residencial Baixa,College Creek,1,5,2006,194000,2,3,1,2,1240,8556
1076,Densidade Residencial Baixa,Crawford,2,6,1940,219500,3,1,1,2,1740,13125
1077,Densidade Residencial Baixa,Old Town,2,8,1936,170000,3,2,1,3,1466,10800
1078,Densidade Residencial Baixa,NAmes,1,5,1969,138800,3,1,1,2,1096,15870
1079,Densidade Residencial Média,College Creek,1,5,2004,155900,1,2,1,2,848,4435
1080,Densidade Residencial Baixa,College Creek,1,5,1994,126000,3,1,1,1,990,8775
1081,Densidade Residencial Baixa,Northwest Ames,1,7,1971,145000,3,2,1,3,1258,11040
1082,Densidade Residencial Baixa,Sawyer,1,5,1963,133000,3,1,1,3,1040,7500
1083,Densidade Residencial Baixa,College Creek,1,5,2002,192000,3,2,1,2,1459,8749
1084,Densidade Residencial Baixa,NAmes,1,6,1964,160000,3,1,1,2,1251,8800
1085,Densidade Residencial Baixa,Gilbert,2,5,1995,187500,3,2,1,3,1498,13031
1086,Densidade Residencial Baixa,Sawyer West,2,6,1992,147000,2,2,1,2,996,9069
1087,Densidade Residencial Média,Meadow Village,2,5,1973,83500,3,1,1,2,1092,1974
1088,Área Residencial de Vilas Flutuantes,Somerset,2,5,2005,252000,3,3,1,3,1953,10574
1089,Densidade Residencial Média,Edwards,2,5,2004,137500,3,2,1,2,1709,2522
1090,Área Residencial de Vilas Flutuantes,Somerset,1,5,2005,197000,1,2,1,3,1247,3316
1091,Densidade Residencial Baixa,NAmes,1,4,1950,92900,2,2,2,2,1040,8544
1092,Área Residencial de Vilas Flutuantes,Somerset,2,5,1999,160000,2,2,1,4,1252,2160
1093,Densidade Residencial Baixa,South & West of Iowa State University,2,5,1925,136500,4,2,1,2,1694,8400
1094,Densidade Residencial Baixa,NAmes,1,8,1965,146000,1,2,1,3,1200,9230
1095,Densidade Residencial Baixa,NAmes,1,7,1956,129000,2,1,1,2,936,5868
1096,Densidade Residencial Baixa,College Creek,1,5,2006,176432,3,2,1,2,1314,9317
1097,Densidade Residencial Média,Iowa DOT and Rail Road,2,7,1914,127000,3,0,1,2,1355,6882
1098,Densidade Residencial Baixa,Stone Brook,1,5,1986,170000,2,2,1,2,1088,3696
1099,Densidade Residencial Média,Brookside,2,6,1936,128000,3,1,1,1,1324,6000
1100,Densidade Residencial Baixa,Northwest Ames,1,5,1978,157000,3,2,1,2,1601,11880
1101,Densidade Residencial Baixa,South & West of Iowa State University,1,5,1920,60000,1,1,1,1,438,8400
1102,Densidade Residencial Baixa,NAmes,1,5,1971,119500,3,1,1,1,950,9758
1103,Densidade Residencial Baixa,NAmes,1,7,1960,135000,2,1,1,1,1134,7000
1104,Densidade Residencial Baixa,NAmes,1,6,1959,159500,3,2,1,2,1194,8910
1105,Densidade Residencial Média,Briardale,2,5,1970,106000,3,2,1,3,1302,2016
1106,Densidade Residencial Baixa,Northridge,2,5,1994,325000,3,2,1,4,2622,12256
1107,Densidade Residencial Baixa,Sawyer West,1,5,1990,179900,3,2,1,3,1442,10357
1108,Densidade Residencial Baixa,Gilbert,2,5,2006,274725,3,2,1,3,2021,23257
1109,Densidade Residencial Baixa,Gilbert,2,5,2000,181000,3,2,1,3,1690,8063
1110,Densidade Residencial Baixa,Northridge Heights,1,5,2004,280000,3,3,1,3,1836,11362
1111,Densidade Residencial Baixa,Gilbert,2,5,1995,188000,3,2,1,4,1658,8000
1112,Densidade Residencial Baixa,Northwest Ames,2,6,1976,205000,4,2,1,3,1964,10480
1113,Densidade Residencial Baixa,NAmes,1,7,1957,129900,2,1,1,2,816,7100
1114,Densidade Residencial Baixa,NAmes,1,7,1953,134500,2,1,1,2,1008,8923
1115,Densidade Residencial Baixa,Old Town,1,7,1954,117000,2,1,1,1,833,5400
1116,Densidade Residencial Baixa,Northridge Heights,1,5,2007,318000,3,3,1,3,1734,12085
1117,Densidade Residencial Baixa,Gilbert,2,5,2002,184100,3,2,1,4,1419,7750
1118,Densidade Residencial Baixa,Sawyer,1,7,1967,130000,3,2,1,2,894,9764
1119,Densidade Residencial Baixa,Sawyer,2,6,1958,140000,3,1,1,2,1601,13825
1120,Densidade Residencial Baixa,NAmes,1,5,1959,133700,3,1,1,1,1040,7560
1121,Densidade Residencial Média,Iowa DOT and Rail Road,1,5,1920,118400,2,1,1,1,1012,8263
1122,Densidade Residencial Baixa,College Creek,1,5,2005,212900,3,3,1,2,1552,10084
1123,Densidade Residencial Baixa,Edwards,1,3,1956,112000,3,1,1,1,960,8926
1124,Densidade Residencial Baixa,Edwards,1,9,1947,118000,2,0,1,2,698,9405
1125,Densidade Residencial Baixa,Gilbert,2,5,1992,163900,3,2,1,3,1482,9125
1126,Densidade Residencial Baixa,NAmes,1,5,1955,115000,2,2,1,1,1005,10434
1127,Densidade Residencial Baixa,Bloomington Heights,1,5,2007,174000,2,3,1,2,1555,3684
1128,Densidade Residencial Baixa,Gilbert,1,5,2004,259000,3,3,1,3,1530,14572
1129,Densidade Residencial Baixa,Gilbert,2,5,2004,215000,4,2,1,3,1959,11796
1130,Densidade Residencial Média,Old Town,2,5,1980,140000,2,2,1,2,936,7200
1131,Densidade Residencial Baixa,South & West of Iowa State University,2,3,1928,135000,4,2,1,3,1981,7804
1132,Densidade Residencial Baixa,Mitchell,1,5,1991,93500,3,0,1,1,974,10712
1133,Densidade Residencial Média,Old Town,2,4,1880,117500,5,1,1,2,2210,9900
1134,Densidade Residencial Baixa,Sawyer West,2,5,1995,239500,3,2,1,3,2020,9828
1135,Densidade Residencial Baixa,Gilbert,2,5,1997,169000,3,2,1,3,1600,8773
1136,Densidade Residencial Média,Brookside,1,5,1926,102000,2,1,1,1,986,6180
1137,Densidade Residencial Baixa,NAmes,2,5,1950,119000,3,1,1,1,1252,9600
1138,Densidade Residencial Baixa,Sawyer,2,8,1875,94000,2,0,1,1,1020,6342
1139,Densidade Residencial Baixa,Mitchell,1,5,1977,196000,2,2,1,3,1567,9819
1140,Densidade Residencial Baixa,Brookside,1,5,1920,144000,3,2,1,1,1167,8731
1141,Densidade Residencial Baixa,NAmes,1,7,1951,139000,2,2,1,2,952,7350
1142,Densidade Residencial Baixa,Northwest Ames,2,7,1976,197500,4,2,1,4,1868,10304
1143,Densidade Residencial Baixa,College Creek,2,5,2006,424870,4,3,1,4,2828,9965
1144,Densidade Residencial Baixa,Sawyer,1,3,1959,80000,3,0,1,1,1006,9000
1145,Densidade Residencial Baixa,Edwards,2,4,1941,80000,2,1,1,2,924,12180
1146,Densidade Residencial Média,Brookside,2,6,1928,149000,3,1,1,1,1576,6240
1147,Densidade Residencial Baixa,Sawyer West,1,5,1985,180000,3,2,1,3,1298,11200
1148,Densidade Residencial Baixa,Crawford,2,7,1941,174500,3,1,1,2,1564,12000
1149,Densidade Residencial Média,Old Town,2,7,1926,116900,2,1,1,1,1111,5700
1150,Densidade Residencial Média,Old Town,2,9,1920,143000,3,2,1,2,1482,9000
1151,Densidade Residencial Baixa,NAmes,1,5,1950,124000,2,1,1,1,932,8280
1152,Densidade Residencial Baixa,Edwards,1,4,1959,149900,3,2,1,2,1466,17755
1153,Densidade Residencial Baixa,Crawford,1,7,1956,230000,2,2,1,1,1811,14115
1154,Densidade Residencial Média,Iowa DOT and Rail Road,1,8,1930,120500,2,1,1,1,816,5890
1155,Densidade Residencial Baixa,NAmes,2,6,1965,201800,4,2,1,3,1820,13700
1156,Densidade Residencial Baixa,Veenker,1,8,1976,218000,3,2,1,3,1437,10768
1157,Densidade Residencial Baixa,NAmes,2,8,1965,179900,3,2,1,3,1265,9350
1158,Densidade Residencial Baixa,Northridge Heights,1,5,2007,230000,2,2,1,3,1314,5001
1159,Densidade Residencial Baixa,Somerset,1,5,2007,235128,3,3,1,2,1580,11932
1160,Densidade Residencial Baixa,Northwest Ames,2,6,1974,185000,4,2,1,3,1876,9120
1161,Densidade Residencial Baixa,Northpark Villa,2,5,1978,146000,3,2,1,3,1456,2280
1162,Densidade Residencial Baixa,Crawford,1,7,1954,224000,3,2,1,2,1640,14778
1163,Densidade Residencial Baixa,Sawyer,1,5,1968,129000,3,2,1,1,894,8724
1164,Densidade Residencial Baixa,Sawyer,2,4,1969,108959,0,2,2,4,1258,12900
1165,Densidade Residencial Baixa,Veenker,2,7,1978,194000,2,2,1,3,1432,16157
1166,Densidade Residencial Baixa,Northridge Heights,1,5,2009,233170,3,2,1,2,1502,9541
1167,Densidade Residencial Baixa,College Creek,1,5,2008,245350,3,3,1,2,1694,10475
1168,Densidade Residencial Baixa,Gilbert,2,5,2000,173000,3,2,1,4,1671,10852
